,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,WEEK_BEFORE_DISCOVERY_DATE,max_temp,min_temp,precipitation,wind_speed,wind_gusts,wind_direction
535,311077,317332,W-119313,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2003,2003-08-26,238,1000.0,Natural,Natural,2000.0,F,37.7608,-120.526,BLM,CA,,,,2003-08-19,91.8625,64.975,0.136875,9.2875,18.9875,323.375
536,311590,317868,W-566994,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2004,2004-07-11,193,1830.0,Human,Equipment and vehicle use,1307.0,F,36.233819,-120.560469,PRIVATE,CA,Fresno,6019.0,Fresno County,2004-07-04,90.8875,62.1125,0.0,6.1125,21.7375,206.125
537,311666,317949,W-125593,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,CALAVERAS COMPLEX,2004,2004-08-06,219,1745.0,Human,Arson/incendiarism,5000.0,G,39.0488,-120.4002,BLM,CA,,,,2004-07-30,75.4125,51.425,0.0,9.85,32.0625,219.625
538,312020,318319,W-509756,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2005,2005-07-03,184,950.0,Human,Missing data/not specified/undetermined,1500.0,F,35.6094,-119.8651,PRIVATE,CA,Kern,6029.0,Kern County,2005-06-26,94.325,64.3625,0.0,6.8125,16.8375,270.25
539,312310,318620,W-512868,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2005,2005-09-20,263,500.0,Natural,Natural,1813.0,F,35.5511,-118.8315,PRIVATE,CA,Kern,6029.0,Kern County,2005-09-13,79.4875,55.7,0.008875,6.3125,20.237499999999997,213.875
540,312504,318817,W-520254,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2006,2006-05-13,133,1600.0,Human,Equipment and vehicle use,1964.0,F,36.1192,-120.4114,STATE,CA,Fresno,6019.0,Fresno County,2006-05-06,90.8125,60.875,0.0,7.1,19.4625,340.0
541,312537,318853,W-570178,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2006,2006-05-27,147,1037.0,Human,Equipment and vehicle use,1700.0,F,35.830178,-119.482408,PRIVATE,CA,Tulare,6107.0,Tulare County,2006-05-20,83.925,59.2,0.016125,10.25,22.05,324.625
542,312572,318890,W-569336,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2006,2006-06-04,155,1400.0,Human,Missing data/not specified/undetermined,1090.2,F,35.773747,-119.996544,PRIVATE,CA,Kern,6029.0,Kern County,2006-05-28,90.775,64.175,0.0,8.0625,17.2875,8.5
543,312687,319009,W-523246,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2006,2006-07-03,184,1239.0,Human,Debris and open burning,2063.0,F,37.7997,-120.3794,PRIVATE,CA,Tuolumne,6109.0,Tuolumne County,2006-06-26,93.10000000000001,65.2875,0.001,9.275,19.725,317.875
544,312722,319045,W-525471,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2006,2006-07-09,190,1550.0,Human,Equipment and vehicle use,34271.0,G,37.4,-121.2808,BLM,CA,Stanislaus,6099.0,Stanislaus County,2006-07-02,93.4,60.6625,0.0,7.4750000000000005,20.25,269.25
545,312796,319125,W-525480,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2006,2006-07-22,203,1441.0,Natural,Natural,14507.0,G,36.05,-120.751,PRIVATE,CA,Monterey,6053.0,Monterey County,2006-07-15,98.075,69.775,0.004875,8.125,22.8125,193.375
546,312799,319128,W-525490,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2006,2006-07-22,203,1930.0,Natural,Natural,8400.0,G,36.4667,-120.5392,BLM,CA,Fresno,6019.0,Fresno County,2006-07-15,103.425,77.6625,0.009875,5.975,19.1125,199.875
547,312853,319188,W-527297,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2006,2006-08-03,215,1630.0,Human,Equipment and vehicle use,1300.0,F,35.6969,-120.1314,PRIVATE,CA,,,,2006-07-27,92.475,65.475,0.0,9.5,24.1125,245.75
548,312978,319323,W-536464,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2006,2006-09-14,257,1430.0,Human,Missing data/not specified/undetermined,7434.0,G,37.7892,-118.6628,USFS,CA,Mono,6051.0,Mono County,2006-09-07,68.1875,43.3,0.011875,8.2625,30.0,173.125
549,313033,319379,W-569476,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2006,2006-12-07,341,,Human,Missing data/not specified/undetermined,4025.0,F,34.905739,-118.930931,PRIVATE,CA,Kern,6029.0,Kern County,2006-11-30,59.95,32.862500000000004,0.0,8.137500000000001,27.6,81.125
550,313299,319647,W-546986,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2007,2007-06-01,152,1524.0,Natural,Natural,1100.0,F,38.54944,-119.49928,BLM,CA,Mono,6051.0,Mono County,2007-05-25,80.65,49.949999999999996,0.0,8.4,24.375,221.5
551,313368,319717,W-542232,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2007,2007-06-20,171,1700.0,Human,Missing data/not specified/undetermined,1397.0,F,35.6319,-119.8149,PRIVATE,CA,,,,2007-06-13,100.6,68.2625,0.0,10.9875,23.0125,285.625
552,313546,319906,W-548153,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2007,2007-08-10,222,1734.0,Human,Recreation and ceremony,5600.0,G,35.9419,-120.2664,STATE,CA,Fresno,6019.0,Fresno County,2007-08-03,87.625,58.0125,0.0,8.375,23.4875,258.25
553,313625,319992,W-548190,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2007,2007-09-03,246,1400.0,Human,Recreation and ceremony,47760.0,G,37.2083,-121.5011,BLM,CA,Santa Clara,6085.0,Santa Clara County,2007-08-27,93.9375,65.65,0.0005,5.8,18.35,259.625
554,313848,320221,W-572895,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2008,2008-06-21,173,1400.0,Natural,Natural,1054.0,F,36.417,-120.553,BLM,CA,San Benito,6069.0,San Benito County,2008-06-14,96.8625,67.7,0.0,7.4750000000000005,21.3125,316.375
555,313944,320329,W-594562,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2009,2009-09-07,250,1800.0,Human,Recreation and ceremony,1575.0,F,38.945,-122.3881,BLM,CA,Lake,6033.0,Lake County,2009-08-31,93.1875,62.75,0.0,9.0875,25.7625,240.75
556,313952,320338,W-595972,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,2009,2009-09-22,265,1106.0,Human,Misuse of fire by a minor,17463.0,G,34.3817,-118.8708,PRIVATE,CA,,,,2009-09-15,84.6875,63.4375,0.0,6.025,18.9125,219.25
557,314093,320486,W-94283,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2000,2000-06-29,181,1302.0,Human,Recreation and ceremony,2000.0,F,32.6223,-116.685,BLM,CA,San Diego,6073.0,San Diego County,2000-06-22,83.15,65.075,0.0025,8.0125,19.8875,256.25
558,315196,321708,W-116570,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2003,2003-07-16,197,1238.0,Natural,Natural,19575.8,G,33.4328,-116.7453,BLM,CA,Riverside,6065.0,Riverside County,2003-07-09,95.325,71.2875,0.004,5.9375,22.3625,261.25
559,315343,321867,W-119912,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2003,2003-10-21,294,1201.0,Human,Equipment and vehicle use,8592.0,G,33.3692,-117.3517,OTHER FEDERAL,CA,San Diego,6073.0,San Diego County,2003-10-14,84.4,63.45,0.0,6.025,15.2625,237.625
560,315451,321983,W-121264,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2004,2004-05-03,124,1351.0,Human,Equipment and vehicle use,16460.0,G,33.75,-117.4175,BLM,CA,Riverside,6065.0,Riverside County,2004-04-26,88.65,53.35,0.003,8.1375,23.3625,227.375
561,315468,322000,W-121476,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2004,2004-05-12,133,2000.0,Human,Recreation and ceremony,1845.0,F,33.9833,-116.6689,BLM,CA,Riverside,6065.0,Riverside County,2004-05-05,83.5,57.55,0.0,8.7375,24.675,247.625
562,315560,322105,W-520201,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2004,2004-07-13,195,1230.0,Human,Arson/incendiarism,8500.0,G,33.2333,-116.7,PRIVATE,CA,San Diego,6073.0,San Diego County,2004-07-06,86.9,59.45,0.0,6.5375,23.0125,255.75
563,315572,322120,W-122809,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2004,2004-07-17,199,1600.0,Human,Equipment and vehicle use,3667.0,F,33.6014,-116.9178,PRIVATE,CA,Riverside,6065.0,Riverside County,2004-07-10,92.375,66.4625,0.0005,8.625,23.1625,241.625
564,315661,322216,W-124917,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2004,2004-09-13,257,1000.0,Human,Debris and open burning,1880.0,F,32.6001,-116.5509,BLM,CA,San Diego,6073.0,San Diego County,2004-09-06,90.475,68.025,0.017750000000000002,7.7625,20.15,228.625
565,315865,322430,W-501467,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2005,2005-06-22,173,1246.0,Human,Other causes,2080.0,F,33.7978,-116.927,BLM,CA,Riverside,6065.0,Riverside County,2005-06-15,82.45,59.699999999999996,0.005875,6.65,17.775,227.375
566,315866,322431,W-501500,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2005,2005-06-22,173,1300.0,Human,Other causes,3082.0,F,34.0453,-116.5678,BLM,CA,San Bernardino,6071.0,San Bernardino County,2005-06-15,91.675,62.975,0.001,10.7625,25.2375,224.0
567,315920,322486,W-502330,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2005,2005-07-05,186,2029.0,Human,Missing data/not specified/undetermined,1126.0,F,34.555,-118.1459,BLM,CA,Los Angeles,6037.0,Los Angeles County,2005-06-28,90.025,60.5625,0.0,9.0625,24.2875,201.75
568,315960,322528,W-504270,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2005,2005-07-18,199,1800.0,Human,Equipment and vehicle use,10350.0,G,35.8855,-117.3312,BLM,CA,Inyo,6027.0,Inyo County,2005-07-11,107.4875,83.4375,0.0,7.7,22.0625,219.75
569,315978,322546,W-507263,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2005,2005-07-22,203,1509.0,Natural,Natural,3500.0,F,35.8316,-115.942,BLM,CA,Inyo,6027.0,Inyo County,2005-07-15,104.5125,80.0375,0.0005,10.05,23.975,224.25
570,316129,322717,W-511190,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2005,2005-10-05,278,930.0,Human,Debris and open burning,4100.0,F,32.5792,-116.6297,BLM,CA,San Diego,6073.0,San Diego County,2005-09-28,85.45,60.2375,0.001,8.15,21.8875,173.125
571,316130,322718,W-511619,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2005,2005-10-05,278,1430.0,Human,Missing data/not specified/undetermined,6644.0,G,33.9597,-117.0639,PRIVATE,CA,Riverside,6065.0,Riverside County,2005-09-28,86.1625,58.725,0.0,7.4,20.9375,164.75
572,316448,323049,W-525934,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,SAWTOOTH-MILLARD-HEART COMPLEX ,2006,2006-07-09,190,1617.0,Natural,Natural,61700.0,G,34.1403,-116.5219,BLM,CA,San Bernardino,6071.0,San Bernardino County,2006-07-02,90.4375,67.83749999999999,0.028,6.3625,24.4125,224.125
573,316488,323097,W-528258,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2006,2006-08-05,217,1324.0,Human,Missing data/not specified/undetermined,2346.0,F,35.5358,-118.7853,BLM,CA,Kern,6029.0,Kern County,2006-07-29,87.6375,64.6,0.002,7.0125,24.6375,293.125
574,316500,323111,W-527940,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2006,2006-08-13,225,1300.0,Human,Equipment and vehicle use,4864.0,F,34.7458,-118.7961,PRIVATE,CA,Los Angeles,6037.0,Los Angeles County,2006-08-06,88.1375,60.225,0.0,8.6125,25.1875,229.625
575,317098,323723,W-541442,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2007,2007-06-05,156,1133.0,Human,Debris and open burning,1118.0,F,32.6025,-116.8419,BLM,CA,Imperial,6025.0,Imperial County,2007-05-29,72.95,48.8125,0.0,9.625,27.9625,253.625
576,317099,323724,W-571012,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2007,2007-06-05,156,1135.0,Human,Missing data/not specified/undetermined,1500.0,F,32.646047,-116.185803,PRIVATE,CA,San Diego,6073.0,San Diego County,2007-05-29,91.425,58.95,0.0,11.3125,28.4875,249.625
577,317884,324538,W-582228,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,2008,2008-10-13,287,1038.0,Human,Power generation/transmission/distribution,14703.0,G,34.3097,-118.6089,BLM,CA,Los Angeles,6037.0,Los Angeles County,2008-10-06,77.875,51.3,0.0,10.575000000000001,28.3625,119.0
578,318091,324765,W-95132,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,RENO COMPLEX,2000,2000-06-29,181,1740.0,Natural,Natural,1076.0,F,40.0649,-120.046,BLM,CA,Lassen,6035.0,Lassen County,2000-06-22,86.1875,59.0125,0.0035,10.4875,27.65,240.125
579,318155,324836,W-562456,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2000,2000-07-18,200,1302.0,Human,Recreation and ceremony,1084.0,F,40.41735,-120.804489,PRIVATE,CA,Lassen,6035.0,Lassen County,2000-07-11,82.6125,55.1875,0.0005,10.1875,28.625,234.625
580,318168,324849,W-96064,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2000,2000-07-26,208,1413.0,Human,Missing data/not specified/undetermined,3283.0,F,38.9182,-122.6994,BLM,CA,Lake,6033.0,Lake County,2000-07-19,94.1,63.6875,0.0,8.2125,23.475,282.5
581,318277,324961,W-98709,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2000,2000-09-19,263,1304.0,Human,Equipment and vehicle use,1856.0,F,39.7349,-121.5311,PRIVATE,CA,Butte,6007.0,Butte County,2000-09-12,90.7375,63.212500000000006,0.003875,8.625,23.325,90.625
582,318287,324972,W-99611,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2000,2000-09-29,273,1000.0,Human,Debris and open burning,8284.0,G,39.9665,-122.6094,BLM,CA,Tehama,6103.0,Tehama County,2000-09-22,82.4625,57.05,0.005875,8.85,22.35,268.5
583,318403,325090,W-102620,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2001,2001-05-27,147,1413.0,Human,Firearms and explosives use,4400.0,F,40.3716,-120.7794,PRIVATE,CA,Lassen,6035.0,Lassen County,2001-05-20,81.7625,52.925,0.0,9.8,30.275,160.375
584,318644,325343,W-104809,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2001,2001-08-08,220,1741.0,Natural,Natural,1022.0,F,40.44135,-120.31873,BLM,CA,Lassen,6035.0,Lassen County,2001-08-01,87.0625,59.5875,0.0,12.325,25.65,242.25
585,318658,325358,W-105187,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2001,2001-08-09,221,1559.0,Natural,Natural,67792.0,G,40.77277,-120.24028,BLM,CA,Lassen,6035.0,Lassen County,2001-08-02,85.6125,57.7375,0.001,12.2,28.0125,241.125
586,318974,325682,W-111631,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,HORSE COMPLEX,2002,2002-07-12,193,1815.0,Natural,Natural,1510.0,F,40.61846,-120.54689,BLM,CA,Lassen,6035.0,Lassen County,2002-07-05,88.425,59.8375,0.0053750000000000004,10.525,26.5125,232.375
587,318980,325689,W-111632,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2002,2002-07-13,194,1812.0,Natural,Natural,5015.0,G,40.6359,-120.13124,BLM,CA,Lassen,6035.0,Lassen County,2002-07-06,92.225,62.9625,0.001,11.9875,27.1375,222.0
588,319267,325989,W-116246,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2003,2003-07-02,183,1412.0,Human,Equipment and vehicle use,1113.0,F,40.2982,-120.4594,PRIVATE,CA,Lassen,6035.0,Lassen County,2003-06-25,87.0625,61.75,0.0,10.5625,25.3875,176.25
589,319316,326041,W-117157,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,SMOKE COMPLEX,2003,2003-07-21,202,1216.0,Natural,Natural,7790.0,G,40.6899,-120.006,BLM,CA,Lassen,6035.0,Lassen County,2003-07-14,89.6625,62.45,0.0,10.2625,24.400000000000002,271.25
590,319412,326140,W-118239,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2003,2003-07-31,212,1830.0,Natural,Natural,1330.0,F,41.2616,-120.0811,BLM,CA,Modoc,6049.0,Modoc County,2003-07-24,92.725,70.475,0.01875,7.3,21.125,155.0
591,319493,326228,W-119788,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,LNU NORTH COMPLEX,2003,2003-09-03,246,720.0,Natural,Natural,1465.0,F,38.8899,-122.4211,BLM,CA,Lake,6033.0,Lake County,2003-08-27,92.6625,64.1,0.0015,5.4375,18.4125,174.0
592,319511,326246,W-565844,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,CANOE/HONEYDEW COMPLEX,2003,2003-09-03,246,1025.0,Natural,Natural,13846.0,G,40.174369,-124.073169,PRIVATE,CA,Humboldt,6023.0,Humboldt County,2003-08-27,75.5125,56.7375,0.0025,6.85,24.1875,281.0
593,319632,326372,W-119949,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2003,2003-10-15,288,1205.0,Human,Equipment and vehicle use,1195.0,F,40.6249,-120.2508,BLM,CA,Lassen,6035.0,Lassen County,2003-10-08,70.1875,46.275,0.0,11.8,26.85,221.75
594,319909,326673,W-567689,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2004,2004-07-24,206,1900.0,Natural,Natural,2400.0,F,41.953881,-122.450639,PRIVATE,CA,Siskiyou,6093.0,Siskiyou County,2004-07-17,92.5875,63.6625,0.011375,7.575,24.575,313.25
595,319949,326720,W-566952,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2004,2004-08-11,224,1355.0,Human,Equipment and vehicle use,2030.0,F,39.591,-121.512169,PRIVATE,CA,Butte,6007.0,Butte County,2004-08-04,92.4375,62.075,0.0,6.65,19.45,127.375
596,320452,327255,W-524403,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,OBSERVATION COMPLEX,2006,2006-06-25,176,1554.0,Natural,Natural,2190.0,F,40.7653,-120.1406,BLM,CA,Lassen,6035.0,Lassen County,2006-06-18,82.9375,52.525,0.001,8.0875,21.55,244.875
597,320555,327367,W-569527,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2006,2006-07-18,199,1426.0,Human,Missing data/not specified/undetermined,1234.0,F,40.373406,-120.728697,PRIVATE,CA,Lassen,6035.0,Lassen County,2006-07-11,88.5125,58.425,0.0,9.5375,31.625,227.375
598,320597,327411,W-528687,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2006,2006-07-29,210,1229.0,Human,Firearms and explosives use,3192.0,F,40.7192,-123.035,BLM,CA,Shasta,6089.0,Shasta County,2006-07-22,105.3375,76.125,0.007875,7.6625,25.6125,124.875
599,320710,327526,W-534300,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2006,2006-09-24,267,1845.0,Human,Missing data/not specified/undetermined,1014.0,F,39.9514,-123.7181,BLM,CA,Mendocino,6045.0,Mendocino County,2006-09-17,77.1625,49.875,0.0,10.075,31.6,234.875
600,321403,328243,W-580757,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,MEU LIGHTNING COMPLEX,2008,2008-06-20,172,2230.0,Natural,Natural,3416.0,F,39.2183,-123.4108,BLM,CA,Mendocino,6045.0,Mendocino County,2008-06-13,85.525,52.225,0.0,8.1375,23.925,300.5
601,321404,328244,W-580764,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,MEU LIGHTNING COMPLEX,2008,2008-06-20,172,2230.0,Natural,Natural,1538.0,F,39.2633,-123.3311,PRIVATE,CA,Mendocino,6045.0,Mendocino County,2008-06-13,86.2125,53.0125,0.0,7.675,27.425,294.25
602,321411,328251,W-581413,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,MEU LIGHTNING COMPLEX,2008,2008-06-21,173,1200.0,Natural,Natural,3597.0,F,39.8644,-123.6647,BLM,CA,Humboldt,6023.0,Humboldt County,2008-06-14,79.25,50.8375,0.004375,6.8125,25.0125,285.125
603,321421,328265,W-581398,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,SHU LIGHTNING COMPLEX 2008,2008,2008-06-21,173,1200.0,Natural,Natural,6267.0,G,40.68033,-122.48786,BLM,CA,Shasta,6089.0,Shasta County,2008-06-14,88.5625,56.0125,0.0,7.9875,27.3125,224.625
604,321429,328275,W-582619,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,SHU LIGHTNING COMPLEX 2008,2008,2008-06-21,173,1200.0,Natural,Natural,1167.0,F,40.5494,-122.75603,BLM,CA,Shasta,6089.0,Shasta County,2008-06-14,78.225,45.25,0.009375,7.4,28.8625,261.625
605,321438,328287,W-578425,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,2008,2008-06-22,174,1640.0,Human,Equipment and vehicle use,11089.0,G,39.0464,-122.5333,PRIVATE,CA,Lake,6033.0,Lake County,2008-06-15,96.6125,62.775,0.0005,9.0125,27.2625,276.0
606,321439,328288,W-582425,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,PETERSON COMPLEX,2008,2008-06-22,174,1749.0,Natural,Natural,4700.0,F,40.9114,-121.3789,BLM,CA,Shasta,6089.0,Shasta County,2008-06-15,82.7375,52.362500000000004,0.003,11.525,34.0875,236.0
607,321535,328390,W-595097,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,DODGE COMPLEX,2009,2009-08-01,213,1016.0,Natural,Natural,1500.0,F,40.9639,-120.3614,BLM,CA,Lassen,6035.0,Lassen County,2009-07-25,85.725,61.5,0.002,7.4125,22.0125,253.125
